"X1","X2","X3","X4","X5"
-9.55869667185038,2.05695970640535,-1.87285792739132,-0.890279340436713,0.945453287970907
-3.49687009751928,3.75410633131325,-5.13765034259454,0.189490467941776,0.994388810555999
-6.85261604341888,-7.90680250195342,0.52128051837742,0.922852936854697,0.96724669391118
6.16712295847106,-5.93472085310333,-2.94275409526657,-1.8170012356066,-0.997088833571387
-5.08545238193929,2.8029782123949,-4.26068219415925,-1.34821110937062,-0.899778121829309
9.40466563038748,-0.309329860192637,-0.800664659727228,1.79864020572183,-0.187816335496144
-10.0250026681823,-1.19888093469582,2.85613632263059,-1.67377079808635,0.964261940933209
-3.93187516311968,1.68216835053077,3.55746280994002,-1.55401721055744,-0.99775731191262
-1.0690991726533,-0.689532155710144,0.509582237300977,-0.998739251185061,-0.384762815474482
-7.6918948991532,-5.2004490859799,0.418444797629064,-0.57446240222528,0.703965926941841
-1.15502488858288,-4.66106125557883,-1.66169066697338,-2.1775047508337,0.977000720947232
-4.18639664012277,-2.45092945192313,-3.12099726786307,0.958509264336242,0.318266912449857
7.47172611453352,-4.5659774513609,-5.37428195655482,0.295942485567557,0.840128096716052
-12.3328750814735,1.65012381675758,1.68630163515689,-2.60438632091103,0.703402365790713
7.13067833585871,6.86062035138248,1.34589868534344,2.33588574175222,0.484709693969623
-8.25990327627321,4.2149483703503,-0.830508625099854,1.68626847537403,-0.0469779050747668
-6.35165931581978,1.54745123361818,-4.56443288083313,2.44279274776216,0.822826181259257
-0.144371303664215,-11.1192888632376,-1.77448549569741,-1.1610403192356,-0.639811392958172
2.05317293298239,10.4352256161682,3.64434293097344,-0.911478183320691,-0.274215059942663
0.288345228261741,-4.74110732767523,-4.64158599207288,-2.12270200302201,-0.715477883026788
-8.10588664372861,-3.78392057693579,3.6241274196579,-1.61604173011669,-0.931385626855842
-8.09316061053585,-3.96545153879077,-5.04953658972443,0.394546018471354,-0.620547426686938
8.75216216984119,8.66080953077591,-0.0139614765111029,1.23039451714899,-0.683006818537095
1.44966676204183,12.6529291744738,4.21185466165887,-0.428690830729522,-0.926337330589486
-4.46191056112091,-4.03982079683703,6.16036570255532,-1.54791917878868,-0.401560655866444
-4.91138260548881,-9.97084505005897,0.171789466552681,-0.503596617551591,0.168435921802055
-7.69395811963491,-4.79700778824975,3.28626681327983,-2.68919554983445,-0.668353473998405
1.80049509665581,0.173924370516569,3.06725860112824,0.72216471213572,-0.0697151712607423
10.0114537742763,5.40142138766748,-4.08829840012504,-2.29042302695385,0.772907853049564
5.52336409772835,-1.94228630384153,-4.45070215750735,0.385260119850156,-0.180902716540253
5.30494103481486,-3.78414626667363,2.55286229074948,-2.05691449187134,-0.951326158013265
11.2235051082399,-2.48173839975507,0.514733975933572,1.6538811857646,0.959630203438085
6.8260809439366,-7.03328430250377,2.54516179059717,0.990688762370229,0.739108596824091
-7.84344685989921,5.41416008368644,4.86849800225341,-0.753419907552768,-0.747839388391667
-1.29663197625159,9.68267552208116,5.82629574398348,-0.634070118607103,-0.983099274278393
0.825733861377135,3.35820850973613,3.08515596832637,0.201410554495073,0.868360084299889
-5.72789975904244,-11.5383103721801,1.36354821922069,0.121097521960532,-0.381222001867662
-4.43747302142154,2.22793314072629,-0.115758771626576,0.328287365232197,-0.186625635769486
-2.51421826670704,11.9742722917287,0.510121742066226,-2.53875609937835,-0.833412111578033
-4.46628659474366,8.00450752374757,-2.00181737463471,-0.203465091762263,0.952510016091079
-1.66222986012406,2.18931033529699,-3.93440090331476,0.463414632373537,0.797624076297541
-3.27921702755129,-6.0194866221752,-3.42672286039996,1.03473408567604,0.445510864828097
-4.95073675002137,0.531195159717105,0.888598710216445,2.83633977866813,-0.275493515620697
12.2186117795685,-3.99195053373021,-0.465536591069812,2.86717037197404,-0.0609503626886884
-0.572081059360571,2.11934975253653,3.4509843162917,1.19073009963621,0.0280532533756449
8.48901302431697,-1.71931518818188,1.85422711090648,-0.236941818717088,-0.99898136658613
-1.68159374740905,-2.72154461714128,0.566931539461548,0.979588224003988,0.700819116373464
-6.57241852984197,5.75948096403305,-1.39038434883083,-1.02600995313221,0.773697290480262
-3.41099974965553,3.63895071227156,0.732554936071194,0.445068394008388,0.0885271459227989
-6.63801918166659,6.33620004197346,2.53869724399661,-0.090633335060465,-0.606994667151022
-0.493821315340478,6.45290000260064,-3.84547050371945,2.02955184202366,0.999413677947299
-9.77814980259266,-10.6961906224301,2.15491131019401,-0.903986478844935,0.195168251590082
-7.93568128495584,0.143395724141557,-3.11482629835473,-1.22194263084187,-0.870873047741177
-0.966125042192839,-7.13777406621842,5.04542284095853,0.0621847498025681,-0.455470699243927
-0.621931054199638,6.29280018402039,3.09886305829078,-1.33988430335115,0.816145168903202
3.12422895340708,12.3964202058663,1.50746349813079,0.301122577535258,-0.340135434162985
11.0503859212132,-4.98120614177358,-3.96340561015681,-1.87733600582189,0.838680054441859
-6.13477051968628,-5.54894488853342,3.93472245795808,-0.998458479794441,-0.00652898333356432
0.644724339814887,9.36851237331279,5.12483361924106,2.42424472061919,-0.654997455557839
1.3138842996226,-1.43169480840523,-2.14724837675993,-0.606900503665219,-0.865499411972886
-3.83568301458046,-7.34912994180405,0.969986829429511,-0.231045439024897,0.0830717154323278
10.4910150125587,2.15971341081253,0.0341870264639532,2.61068736743351,0.4113787972892
-0.261978975028588,-5.74426997557448,-3.54563203785205,-2.80610604273332,0.582033862759686
-0.29753340883474,-6.04341286517359,-2.17594964495496,-0.126463024175859,-0.405756179489072
8.29966107144698,6.39821598844821,4.60853529528543,2.54522845445956,0.560334084242337
10.6704412400536,4.04860526997498,-0.0225434567132994,-2.64937785963433,0.700474125457698
-6.42284933314136,1.58053428760413,-4.69576796591532,1.78041932387211,-0.999976374886141
12.6318564672249,-6.84040805411649,-2.41909379030845,0.726015217795505,0.432658532959681
-5.94069284024586,-11.4495994348148,2.88000752723112,-2.0223475252105,0.775816997317664
11.364628589961,2.27963124543422,0.449516007119021,1.71249247407423,-0.969360101608557
